   @ATTRIBUTE direccion_fantasma_S {North,South,West,East,Stop,None}
   @ATTRIBUTE direccion_fantasma_W {North,South,West,East,Stop,None}
   @ATTRIBUTE direccion_fantasma_E {North,South,West,East,Stop,None}
   @ATTRIBUTE direccion_fantasma_cercano {North,South,West,East,Stop}   
   @ATTRIBUTE distancia_fantasma_cercano NUMERIC
   @ATTRIBUTE pac_dots NUMERIC
   @ATTRIBUTE nearest_food NUMERIC
   @ATTRIBUTE SCORE NUMERIC
   @ATTRIBUTE action {North,South,West,East,Stop}
   @ATTRIBUTE NEXT_SCORE NUMERIC

   @data

71, 31, 17, 23, 7, False, True, True, False, North, 4, 1, 19, 6, 6, 999999, 19, 999999, 1, 0, 1, 0, 0, 0, 0, 1, East, None, East, None, Stop, 22, 9, 5, 530,East, 529
72, 31, 17, 24, 7, False, False, True, True, East, 4, 1, 20, 6, 6, 999999, 20, 999999, 1, 0, 1, 0, 0, 0, 0, 1, East, None, East, None, Stop, 23, 9, 6, 529,East, 528
73, 31, 17, 25, 7, True, False, False, True, East, 4, 1, 20, 6, 6, 999999, 20, 999999, 1, 0, 1, 0, 0, 0, 0, 1, East, None, East, None, Stop, 24, 9, 7, 528,North, 527
74, 31, 17, 25, 8, True, True, False, False, North, 4, 1, 20, 6, 6, 999999, 20, 999999, 1, 0, 1, 0, 1, 0, 0, 0, North, None, North, None, Stop, 25, 9, 6, 527,North, 526
75, 31, 17, 25, 9, True, True, False, True, North, 4, 1, 20, 4, 4, 999999, 20, 999999, 1, 0, 1, 0, 0, 1, 0, 0, South, None, South, None, South, 24, 9, 5, 526,West, 525
76, 31, 17, 24, 9, False, False, True, True, West, 4, 1, 19, 4, 4, 999999, 19, 999999, 1, 0, 1, 0, 0, 1, 0, 0, South, None, South, None, South, 23, 9, 6, 525,West, 524
77, 31, 17, 23, 9, False, False, True, True, West, 4, 1, 18, 5, 5, 999999, 18, 999999, 1, 0, 1, 0, 1, 0, 0, 0, North, None, North, None, North, 23, 9, 5, 524,West, 523
78, 31, 17, 22, 9, False, False, True, True, West, 4, 1, 17, 4, 4, 999999, 17, 999999, 1, 0, 1, 0, 0, 1, 0, 0, South, None, South, None, South, 21, 9, 4, 523,West, 522
79, 31, 17, 21, 9, True, True, True, True, West, 4, 1, 16, 5, 5, 999999, 16, 999999, 1, 0, 1, 0, 1, 0, 0, 0, North, None, North, None, North, 21, 9, 3, 522,South, 521
80, 31, 17, 21, 8, True, True, False, False, South, 4, 1, 16, 7, 7, 999999, 16, 999999, 1, 0, 1, 0, 1, 0, 0, 0, North, None, North, None, Stop, 21, 9, 2, 521,South, 520
81, 31, 17, 21, 7, True, True, False, False, South, 4, 1, 16, 8, 8, 999999, 16, 999999, 1, 0, 1, 0, 1, 0, 0, 0, North, None, North, None, Stop, 20, 9, 3, 520,South, 519
82, 31, 17, 21, 6, True, True, False, False, South, 4, 1, 16, 9, 9, 999999, 16, 999999, 1, 0, 1, 0, 1, 0, 0, 0, North, None, North, None, Stop, 19, 9, 3, 519,South, 518
83, 31, 17, 21, 5, True, False, False, True, South, 4, 1, 16, 10, 10, 999999, 16, 999999, 1, 0, 1, 0, 1, 0, 0, 0, North, None, North, None, Stop, 18, 9, 2, 518,West, 517
84, 31, 17, 20, 5, False, False, True, True, West, 4, 1, 15, 10, 10, 999999, 15, 999999, 1, 0, 1, 0, 1, 0, 0, 0, North, None, North, None, Stop, 17, 9, 3, 517,West, 516
85, 31, 17, 19, 5, False, True, True, True, West, 4, 1, 14, 10, 10, 999999, 14, 999999, 1, 0, 1, 0, 1, 0, 0, 0, North, None, North, None, Stop, 16, 9, 3, 516,South, 515
86, 31, 17, 19, 4, True, True, False, False, South, 4, 1, 14, 11, 11, 999999, 14, 999999, 1, 0, 1, 0, 1, 0, 0, 0, North, None, North, None, Stop, 15, 9, 3, 515,South, 514
87, 31, 17, 19, 3, True, False, False, True, South, 4, 1, 14, 12, 12, 999999, 14, 999999, 1, 0, 1, 0, 1, 0, 0, 0, North, None, North, None, Stop, 14, 9, 2, 514,West, 513
88, 31, 17, 18, 3, False, False, True, True, West, 4, 1, 14, 12, 12, 999999, 14, 999999, 1, 0, 1, 0, 0, 0, 1, 0, West, None, West, None, Stop, 13, 9, 3, 513,West, 512
89, 31, 17, 17, 3, False, False, True, True, West, 4, 1, 12, 12, 12, 999999, 12, 999999, 1, 0, 1, 0, 0, 0, 0, 1, East, None, East, None, Stop, 12, 9, 4, 512,West, 511
90, 31, 17, 16, 3, False, False, True, True, West, 4, 1, 11, 11, 11, 999999, 11, 999999, 1, 0, 1, 0, 0, 1, 0, 0, South, None, South, None, Stop, 11, 9, 3, 511,West, 510
91, 31, 17, 15, 3, False, False, True, True, West, 4, 1, 10, 12, 12, 999999, 10, 999999, 1, 0, 1, 0, 1, 0, 0, 0, North, None, North, None, Stop, 10, 9, 3, 510,West, 509
92, 31, 17, 14, 3, False, False, True, True, West, 4, 1, 9, 12, 12, 999999, 9, 999999, 1, 0, 1, 0, 1, 0, 0, 0, North, None, North, None, Stop, 9, 9, 2, 509,West, 508
93, 31, 17, 13, 3, False, False, True, True, West, 4, 1, 8, 11, 11, 999999, 8, 999999, 1, 0, 1, 0, 0, 1, 0, 0, South, None, South, None, Stop, 8, 9, 3, 508,West, 507
94, 31, 17, 12, 3, False, False, True, True, West, 4, 1, 7, 11, 11, 999999, 7, 999999, 1, 0, 1, 0, 0, 1, 0, 0, South, None, South, None, Stop, 7, 9, 4, 507,West, 506
95, 31, 17, 11, 3, True, False, True, True, West, 4, 1, 6, 11, 11, 999999, 6, 999999, 1, 0, 1, 0, 0, 1, 0, 0, South, None, South, None, Stop, 6, 9, 5, 506,West, 505
96, 31, 17, 10, 3, False, False, True, True, West, 4, 1, 5, 11, 11, 999999, 5, 999999, 1, 0, 1, 0, 0, 1, 0, 0, South, None, South, None, Stop, 5, 9, 6, 505,West, 504
97, 31, 17, 9, 3, False, False, True, True, West, 4, 1, 4, 11, 11, 999999, 4, 999999, 1, 0, 1, 0, 0, 1, 0, 0, South, None, South, None, Stop, 4, 9, 7, 504,West, 503
98, 31, 17, 8, 3, False, False, True, True, West, 4, 1, 3, 10, 10, 999999, 3, 999999, 1, 0, 1, 0, 0, 1, 0, 0, South, None, South, None, Stop, 3, 9, 8, 503,West, 502
99, 31, 17, 7, 3, True, False, True, False, West, 4, 1, 3, 10, 10, 999999, 3, 999999, 1, 0, 1, 0, 0, 0, 1, 0, West, None, West, None, Stop, 2, 9, 9, 502,North, 501
100, 31, 17, 7, 4, True, True, False, False, North, 4, 1, 2, 9, 9, 999999, 2, 999999, 1, 0, 1, 0, 0, 0, 0, 1, East, None, East, None, Stop, 3, 9, 8, 501,North, 500
101, 31, 17, 7, 5, True, True, False, True, North, 4, 1, 3, 8, 8, 999999, 3, 999999, 1, 0, 1, 0, 0, 0, 1, 0, West, None, West, None, Stop, 4, 9, 7, 500,West, 499
102, 31, 17, 6, 5, False, False, True, True, West, 4, 1, 2, 8, 8, 999999, 2, 999999, 1, 0, 1, 0, 0, 0, 1, 0, West, None, West, None, Stop, 5, 9, 8, 499,West, 498
103, 31, 17, 5, 5, False, False, True, True, West, 4, 1, 1, 8, 8, 999999, 1, 999999, 1, 0, 1, 0, 0, 0, 1, 0, West, None, West, None, Stop, 4, 9, 8, 498,West, 497
104, 31, 17, 4, 5, False, False, True, True, West, 4, 1, 0, 8, 8, 999999, 999999, 999999, 1, 0, 0, 0, 0, 0, 1, 0, West, None, None, None, Stop, 5, 9, 7, 497,West, 496
105, 31, 17, 3, 5, True, False, True, True, West, 4, 1, 2, 8, 8, 999999, 999999, 2, 1, 0, 0, 1, 0, 0, 0, 1, East, None, None, East, Stop, 4, 9, 6, 496,North, 495
106, 31, 17, 3, 6, True, True, False, True, North, 4, 1, 2, 7, 7, 999999, 999999, 2, 1, 0, 0, 1, 0, 0, 0, 1, East, None, None, East, Stop, 5, 9, 5, 495,North, 494
107, 31, 17, 3, 7, True, True, False, False, North, 4, 1, 2, 7, 7, 999999, 999999, 2, 1, 0, 0, 1, 1, 0, 0, 0, North, None, None, North, Stop, 6, 9, 4, 494,North, 493
108, 31, 17, 3, 8, False, True, False, True, North, 4, 1, 2, 7, 7, 999999, 999999, 2, 1, 0, 0, 1, 1, 0, 0, 0, North, None, None, North, Stop, 7, 9, 3, 493,West, 492
109, 31, 17, 2, 8, False, False, True, True, West, 4, 1, 2, 7, 7, 999999, 999999, 2, 1, 0, 0, 1, 0, 0, 1, 0, West, None, None, West, Stop, 8, 9, 2, 492,West, 491
110, 31, 17, 1, 8, True, False, True, False, West, 4, 1, 4, 7, 7, 999999, 999999, 4, 1, 0, 0, 1, 0, 0, 0, 1, East, None, None, East, Stop, 9, 8, 16, 491,North, 590
111, 31, 17, 1, 9, True, True, False, False, North, 4, 1, 4, 6, 6, 999999, 999999, 4, 1, 0, 0, 1, 0, 0, 0, 1, East, None, None, East, East, 10, 8, 16, 590,North, 589
112, 31, 17, 1, 10, False, True, True, False, North, 4, 1, 4, 4, 4, 999999, 999999, 4, 1, 0, 0, 1, 0, 1, 0, 0, South, None, None, South, South, 8, 8, 15, 589,East, 588
113, 31, 17, 2, 10, False, False, True, True, East, 4, 1, 3, 5, 5, 999999, 999999, 3, 1, 0, 0, 1, 1, 0, 0, 0, North, None, None, North, North, 8, 8, 14, 588,East, 587
114, 31, 17, 3, 10, True, False, False, True, East, 4, 1, 1, 5, 5, 999999, 999999, 1, 1, 0, 0, 1, 0, 0, 1, 0, West, None, None, West, West, 6, 8, 13, 587,North, 586
115, 31, 17, 3, 11, True, True, False, False, North, 4, 1, 2, 4, 4, 999999, 999999, 2, 1, 0, 0, 1, 0, 0, 0, 1, East, None, None, East, East, 6, 8, 12, 586,North, 585
116, 31, 17, 3, 12, True, True, False, True, North, 4, 1, 1, 3, 3, 999999, 999999, 1, 1, 0, 0, 1, 0, 0, 1, 0, West, None, None, West, West, 4, 8, 11, 585,North, 584
117, 31, 17, 3, 13, False, True, True, False, North, 4, 1, 1, 2, 2, 999999, 999999, 1, 1, 0, 0, 1, 0, 0, 1, 0, West, None, None, West, West, 3, 8, 12, 584,East, 583
118, 31, 17, 4, 13, False, False, True, True, East, 4, 1, 0, 2, 2, 999999, 999999, 999999, 1, 0, 0, 0, 0, 0, 1, 0, West, None, None, None, West, 2, 8, 11, 583,East, 582
119, 31, 17, 5, 13, True, False, False, True, East, 4, 1, 0, 2, 2, 999999, 999999, 999999, 1, 0, 0, 0, 0, 0, 0, 1, East, None, None, None, East, 2, 8, 10, 582,North, 581
120, 31, 17, 5, 14, True, True, False, False, North, 4, 1, 0, 1, 1, 999999, 999999, 999999, 1, 0, 0, 0, 0, 0, 0, 0, Stop, None, None, None, Stop, 1, 8, 11, 581,North, 780
1, 20, 16, 12, 10, True, True, True, True, Stop, 4, 4, 1, 2, 2, 4, 7, 1, 2, 2, 2, 2, 0, 0, 0, 0, Stop, Stop, Stop, Stop, Stop, 3, 1, 7, 0,North, -1
2, 20, 16, 12, 11, True, True, True, True, North, 4, 4, 0, 1, 1, 5, 7, 999999, 2, 2, 2, 0, 1, 0, 1, 0, Stop, Stop, Stop, None, Stop, 1, 1, 8, -1,North, 198
3, 20, 16, 12, 12, True, True, True, True, North, 4, 3, 0, 1, 1, 5, 7, 999999, 1, 2, 2, 0, 2, 0, 1, 0, North, North, North, None, West, 6, 1, 9, 198,South, 197
4, 20, 16, 12, 11, True, True, True, True, South, 4, 3, 1, 2, 2, 4, 6, 1, 1, 2, 2, 1, 1, 0, 0, 2, North, East, East, East, East, 6, 1, 8, 197,South, 196
5, 20, 16, 12, 10, True, True, True, True, South, 4, 3, 2, 3, 3, 3, 7, 2, 1, 2, 2, 1, 1, 0, 1, 1, North, West, West, East, East, 6, 1, 7, 196,South, 195
6, 20, 16, 12, 9, True, True, True, True, South, 4, 3, 2, 2, 4, 2, 8, 2, 1, 2, 2, 1, 1, 0, 2, 0, West, West, West, North, North, 4, 1, 6, 195,South, 194
7, 20, 16, 12, 8, True, True, True, True, South, 4, 3, 3, 1, 6, 1, 7, 3, 1, 2, 2, 1, 1, 0, 0, 2, North, East, East, East, East, 4, 1, 7, 194,South, 193
8, 20, 16, 12, 7, True, True, True, True, South, 4, 3, 2, 0, 6, 1, 7, 2, 1, 1, 2, 1, 0, 2, 1, 0, South, South, South, West, West, 2, 1, 8, 193,East, 192
9, 20, 16, 13, 7, True, True, True, True, East, 4, 3, 2, 0, 7, 2, 8, 2, 1, 1, 2, 1, 1, 1, 0, 1, North, South, South, East, East, 2, 1, 7, 192,East, 191
10, 20, 16, 14, 7, True, True, True, True, East, 4, 2, 9, 1, 6, 1, 9, 999999, 1, 1, 2, 0, 1, 1, 0, 0, South, North, North, None, North, 10, 1, 6, 391,South, 390
11, 20, 16, 14, 6, True, True, True, True, South, 4, 2, 9, 0, 7, 999999, 9, 999999, 1, 0, 2, 0, 0, 0, 1, 1, East, None, East, None, West, 10, 1, 7, 390,West, 389
12, 20, 16, 13, 6, True, True, True, True, West, 4, 2, 8, 0, 8, 999999, 8, 999999, 1, 0, 2, 0, 1, 0, 0, 1, North, None, East, None, East, 8, 1, 8, 389,West, 388
13, 20, 16, 12, 6, True, True, True, True, West, 4, 2, 8, 0, 8, 999999, 8, 999999, 1, 0, 2, 0, 0, 0, 2, 0, West, None, West, None, West, 8, 1, 9, 388,West, 387
14, 20, 16, 11, 6, True, True, True, True, West, 4, 2, 7, 1, 8, 1, 7, 999999, 1, 1, 2, 0, 0, 1, 1, 0, West, South, South, None, South, 8, 1, 10, 387,South, 386
15, 20, 16, 11, 5, True, True, True, True, South, 4, 2, 7, 1, 1, 999999, 7, 999999, 2, 0, 2, 0, 1, 0, 1, 0, North, None, North, None, North, 8, 1, 11, 386,North, 385
16, 20, 16, 11, 6, True, True, True, True, North, 4, 2, 7, 1, 1, 999999, 7, 999999, 2, 0, 2, 0, 1, 0, 1, 0, North, None, North, None, North, 8, 1, 10, 385,North, 384
17, 20, 16, 11, 7, True, True, True, True, North, 4, 2, 7, 1, 6, 1, 7, 999999, 1, 1, 2, 0, 0, 2, 0, 0, South, South, South, None, South, 8, 1, 9, 384,South, 383
18, 20, 16, 11, 6, True, True, True, True, South, 4, 2, 8, 0, 8, 999999, 8, 999999, 1, 0, 2, 0, 1, 0, 1, 0, North, None, West, None, West, 8, 1, 10, 383,West, 382
19, 20, 16, 10, 6, True, True, True, True, West, 4, 2, 7, 0, 8, 999999, 7, 999999, 1, 0, 2, 0, 0, 0, 1, 1, East, None, West, None, West, 7, 1, 11, 382,West, 381
20, 20, 16, 9, 6, True, True, True, True, West, 4, 2, 7, 0, 8, 999999, 7, 999999, 1, 0, 2, 0, 0, 0, 1, 1, East, None, West, None, West, 7, 1, 12, 381,West, 380
21, 20, 16, 8, 6, True, True, True, True, West, 4, 2, 7, 0, 8, 999999, 7, 999999, 1, 0, 2, 0, 0, 0, 2, 0, West, None, West, None, Stop, 6, 1, 13, 380,West, 379
22, 20, 16, 7, 6, True, True, True, True, West, 4, 2, 6, 1, 8, 1, 6, 999999, 1, 1, 2, 0, 0, 1, 1, 0, West, South, South, None, Stop, 5, 1, 14, 379,South, 378
23, 20, 16, 7, 5, True, True, True, True, South, 4, 2, 5, 0, 9, 999999, 5, 999999, 1, 0, 2, 0, 0, 0, 0, 2, East, None, East, None, Stop, 4, 1, 15, 378,West, 377
24, 20, 16, 6, 5, True, True, True, True, West, 4, 2, 4, 1, 1, 999999, 4, 999999, 2, 0, 2, 0, 1, 0, 0, 1, North, None, North, None, North, 5, 1, 16, 377,North, 376
25, 20, 16, 6, 6, True, True, True, True, North, 4, 2, 4, 1, 8, 1, 4, 999999, 1, 1, 2, 0, 0, 1, 0, 1, East, South, South, None, South, 5, 1, 15, 376,South, 375
26, 20, 16, 6, 5, True, True, True, True, South, 4, 2, 5, 0, 9, 999999, 5, 999999, 1, 0, 2, 0, 0, 0, 2, 0, West, None, West, None, West, 5, 1, 16, 375,West, 374
27, 20, 16, 5, 5, True, True, True, True, West, 4, 2, 4, 0, 8, 999999, 4, 999999, 1, 0, 2, 0, 0, 1, 1, 0, South, None, West, None, West, 4, 1, 17, 374,West, 373
28, 20, 16, 4, 5, True, True, True, True, West, 4, 2, 3, 0, 9, 999999, 3, 999999, 1, 0, 2, 0, 1, 0, 1, 0, North, None, West, None, West, 3, 1, 18, 373,West, 372
29, 20, 16, 3, 5, True, True, True, True, West, 4, 2, 1, 0, 8, 999999, 1, 999999, 1, 0, 2, 0, 0, 1, 0, 0, South, None, Stop, None, Stop, 1, 1, 19, 372,West, 571
30, 20, 16, 2, 5, True, True, True, True, West, 4, 1, 0, 8, 8, 999999, 999999, 999999, 1, 0, 0, 0, 0, 0, 0, 1, East, None, None, None, Stop, 5, 1, 20, 571,North, 570
31, 20, 16, 2, 6, True, True, True, True, North, 4, 1, 0, 6, 6, 999999, 999999, 999999, 1, 0, 0, 0, 0, 1, 0, 0, South, None, None, None, Stop, 6, 1, 19, 570,North, 569
32, 20, 16, 2, 7, True, True, True, True, North, 4, 1, 0, 4, 4, 999999, 999999, 999999, 1, 0, 0, 0, 0, 1, 0, 0, South, None, None, None, South, 4, 1, 18, 569,North, 568
33, 20, 16, 2, 8, True, True, True, True, North, 4, 1, 1, 3, 3, 999999, 999999, 1, 1, 0, 0, 1, 0, 0, 0, 1, East, None, None, East, East, 4, 1, 17, 568,North, 567
34, 20, 16, 2, 9, False, True, True, True, North, 4, 1, 1, 3, 3, 999999, 999999, 1, 1, 0, 0, 1, 1, 0, 0, 0, North, None, None, North, North, 4, 1, 16, 567,East, 566
35, 20, 16, 3, 9, False, True, True, True, East, 4, 1, 0, 3, 3, 999999, 999999, 999999, 1, 0, 0, 0, 1, 0, 0, 0, North, None, None, None, North, 3, 1, 15, 566,East, 565
36, 20, 16, 4, 9, False, True, True, True, East, 4, 1, 2, 3, 3, 999999, 2, 999999, 1, 0, 1, 0, 0, 0, 1, 0, West, None, West, None, West, 5, 1, 14, 565,East, 564
37, 20, 16, 5, 9, False, True, True, True, East, 4, 1, 3, 4, 4, 999999, 3, 999999, 1, 0, 1, 0, 1, 0, 0, 0, North, None, North, None, North, 7, 1, 13, 564,East, 563
38, 20, 16, 6, 9, True, True, True, True, East, 4, 1, 4, 4, 4, 999999, 4, 999999, 1, 0, 1, 0, 1, 0, 0, 0, North, None, North, None, North, 8, 1, 12, 563,North, 562
39, 20, 16, 6, 10, True, True, True, False, North, 4, 1, 5, 3, 3, 999999, 5, 999999, 1, 0, 1, 0, 0, 0, 1, 0, West, None, West, None, West, 8, 1, 13, 562,North, 561
40, 20, 16, 6, 11, True, True, True, True, North, 4, 1, 4, 2, 2, 999999, 4, 999999, 1, 0, 1, 0, 0, 0, 0, 1, East, None, East, None, East, 6, 1, 14, 561,North, 560
41, 20, 16, 6, 12, True, True, True, True, North, 4, 1, 5, 1, 1, 999999, 5, 999999, 1, 0, 1, 0, 0, 0, 1, 0, West, None, West, None, West, 6, 1, 15, 560,North, 559
42, 20, 16, 6, 13, True, True, True, True, North, 4, 1, 5, 0, 999999, 999999, 5, 999999, 0, 0, 1, 0, 0, 0, 1, 0, None, None, West, None, West, 5, 1, 16, 559,West, 558
43, 20, 16, 5, 13, True, True, True, True, West, 4, 1, 4, 1, 1, 999999, 4, 999999, 1, 0, 1, 0, 1, 0, 0, 0, North, None, North, None, North, 5, 1, 17, 558,North, 557
44, 20, 16, 5, 14, False, True, True, True, North, 4, 1, 3, 0, 999999, 999999, 3, 999999, 0, 0, 1, 0, 0, 0, 0, 1, None, None, East, None, East, 3, 1, 18, 557,West, 556
45, 20, 16, 4, 14, False, True, True, True, West, 4, 1, 2, 0, 999999, 999999, 2, 999999, 0, 0, 1, 0, 0, 0, 0, 1, None, None, East, None, East, 2, 1, 19, 556,West, 555
46, 20, 16, 3, 14, False, True, True, True, West, 4, 1, 1, 1, 999999, 1, 1, 999999, 0, 1, 1, 0, 0, 1, 0, 0, None, South, South, None, South, 2, 1, 20, 555,South, 554
47, 20, 16, 3, 13, True, True, True, True, South, 4, 1, 2, 0, 999999, 999999, 2, 999999, 0, 0, 1, 0, 0, 0, 1, 0, None, None, West, None, West, 2, 1, 19, 554,West, 553
48, 20, 16, 2, 13, True, True, True, True, West, 4, 1, 1, 0, 999999, 999999, 1, 999999, 0, 0, 1, 0, 0, 0, 0, 0, None, None, Stop, None, Stop, 1, 1, 20, 553,West, 752
1, 27, 20, 1, 18, False, True, True, False, Stop, 4, 4, 4, 5, 999999, 5, 999999, 4, 0, 4, 0, 4, 0, 0, 0, 0, None, Stop, None, Stop, Stop, 13, 0, -1, 0,South, -1
2, 27, 20, 1, 17, True, True, False, False, South, 4, 4, 4, 3, 999999, 3, 999999, 4, 0, 4, 0, 4, 2, 0, 0, 1, None, North, None, Stop, Stop, 12, 0, -1, -1,South, -2
3, 27, 20, 1, 16, True, True, True, False, South, 4, 4, 3, 2, 999999, 2, 999999, 3, 0, 4, 0, 4, 0, 0, 3, 1, None, West, None, West, West, 10, 0, -1, -2,South, -3
4, 27, 20, 1, 15, True, True, True, False, South, 4, 4, 4, 1, 999999, 1, 999999, 4, 0, 4, 0, 4, 0, 0, 2, 2, None, West, None, East, East, 10, 0, -1, -3,South, -4
5, 27, 20, 1, 14, True, True, True, False, South, 4, 4, 3, 0, 999999, 5, 999999, 3, 0, 3, 0, 4, 0, 1, 1, 2, None, West, None, West, West, 8, 0, -1, -4,South, -5
6, 27, 20, 1, 13, True, True, False, False, South, 4, 4, 3, 1, 1, 4, 999999, 3, 1, 3, 0, 4, 1, 0, 3, 0, West, West, None, West, West, 7, 0, -1, -5,South, -6
7, 27, 20, 1, 12, True, True, True, False, South, 4, 4, 3, 3, 3, 3, 999999, 3, 1, 3, 0, 4, 1, 0, 2, 1, North, West, None, West, West, 6, 0, -1, -6,South, -7
8, 27, 20, 1, 11, True, True, False, False, South, 4, 4, 3, 3, 4, 3, 999999, 3, 1, 3, 0, 4, 1, 1, 1, 1, East, South, None, South, South, 6, 0, -1, -7,South, -8
9, 27, 20, 1, 10, True, True, False, False, South, 4, 4, 3, 2, 5, 2, 999999, 3, 1, 3, 0, 4, 1, 1, 1, 1, East, South, None, South, South, 5, 0, -1, -8,South, -9
10, 27, 20, 1, 9, True, True, False, False, South, 4, 4, 2, 1, 6, 1, 999999, 2, 1, 3, 0, 4, 1, 0, 1, 2, East, West, None, West, West, 3, 0, -1, -9,South, -10
11, 27, 20, 1, 8, True, True, False, False, South, 4, 4, 2, 1, 6, 1, 999999, 2, 1, 3, 0, 4, 1, 2, 0, 1, South, South, None, South, South, 3, 0, -1, -10,South, -11
12, 27, 20, 1, 7, True, True, False, False, South, 4, 4, 2, 0, 7, 1, 999999, 2, 1, 2, 0, 4, 0, 1, 3, 0, West, West, None, South, South, 2, 0, -1, -11,South, -12
13, 27, 20, 1, 6, True, True, True, False, South, 4, 4, 2, 0, 9, 1, 999999, 2, 1, 2, 0, 4, 1, 2, 1, 0, North, West, None, South, South, 2, 0, -1, -12,East, -13
14, 27, 20, 2, 6, False, True, True, True, East, 4, 3, 6, 0, 8, 1, 999999, 6, 1, 1, 0, 3, 1, 1, 0, 1, South, East, None, North, Stop, 6, 0, -1, 187,East, 186
15, 27, 20, 3, 6, True, True, True, True, East, 4, 3, 5, 0, 1, 999999, 999999, 5, 2, 0, 0, 3, 2, 0, 0, 1, North, None, None, North, North, 6, 0, -1, 186,East, 185
16, 27, 20, 4, 6, True, True, True, True, East, 4, 3, 4, 0, 8, 999999, 999999, 4, 1, 0, 0, 3, 0, 1, 1, 1, West, None, None, South, South, 4, 0, -1, 185,East, 184
17, 27, 20, 5, 6, True, True, True, True, East, 4, 3, 3, 0, 1, 999999, 999999, 3, 2, 0, 0, 3, 1, 0, 2, 0, North, None, None, North, North, 4, 0, -1, 184,East, 183
18, 27, 20, 6, 6, True, False, True, True, East, 4, 3, 2, 0, 1, 999999, 999999, 2, 2, 0, 0, 3, 1, 1, 0, 1, North, None, None, North, North, 3, 0, -1, 183,East, 182
19, 27, 20, 7, 6, False, False, True, True, East, 4, 3, 1, 0, 2, 999999, 999999, 1, 2, 0, 0, 3, 1, 0, 2, 0, North, None, None, North, North, 3, 0, -1, 182,East, 181
20, 27, 20, 8, 6, True, True, True, True, East, 4, 3, 0, 0, 3, 999999, 999999, 10, 2, 0, 0, 2, 1, 0, 2, 0, North, None, None, West, North, 3, 0, -1, 181,North, 180
21, 27, 20, 8, 7, True, True, True, False, North, 4, 3, 0, 1, 3, 1, 999999, 9, 2, 1, 0, 2, 1, 0, 2, 0, North, West, None, West, North, 3, 0, -1, 180,North, 179
22, 27, 20, 8, 8, True, True, True, False, North, 4, 3, 1, 2, 2, 2, 999999, 1, 2, 1, 0, 3, 1, 0, 1, 1, East, West, None, East, East, 3, 0, -1, 179,North, 178
23, 27, 20, 8, 9, True, True, True, False, North, 4, 3, 2, 1, 1, 3, 999999, 2, 2, 1, 0, 3, 1, 0, 1, 1, East, West, None, East, East, 3, 0, -1, 178,North, 177
24, 27, 20, 8, 10, True, True, True, False, North, 4, 3, 1, 0, 5, 4, 999999, 1, 1, 1, 0, 3, 1, 0, 0, 1, North, East, None, Stop, Stop, 1, 0, -1, 177,East, 376
25, 27, 20, 9, 10, True, True, True, True, East, 4, 2, 9, 4, 5, 4, 999999, 9, 1, 1, 0, 2, 0, 0, 0, 2, East, East, None, East, East, 13, 0, -1, 376,North, 375
26, 27, 20, 9, 11, True, True, True, True, North, 4, 2, 8, 3, 3, 5, 999999, 8, 1, 1, 0, 2, 0, 1, 1, 0, South, West, None, West, West, 13, 0, -1, 375,North, 374
27, 27, 20, 9, 12, True, True, True, True, North, 4, 2, 7, 2, 2, 6, 999999, 7, 1, 1, 0, 2, 0, 0, 1, 1, East, West, None, West, West, 13, 0, -1, 374,East, 373
28, 27, 20, 10, 12, True, True, True, True, East, 4, 2, 5, 3, 3, 6, 999999, 5, 1, 1, 0, 2, 1, 0, 1, 0, North, West, None, West, West, 11, 0, -1, 373,East, 372
29, 27, 20, 11, 12, False, True, True, True, East, 4, 2, 3, 3, 3, 6, 999999, 3, 1, 1, 0, 2, 1, 0, 1, 0, North, West, None, West, West, 9, 0, -1, 372,East, 371
30, 27, 20, 12, 12, False, False, True, True, East, 4, 2, 2, 3, 3, 5, 999999, 2, 1, 1, 0, 2, 1, 0, 1, 0, West, North, None, North, North, 7, 0, -1, 371,East, 370
31, 27, 20, 13, 12, False, True, True, True, East, 4, 2, 1, 4, 4, 5, 999999, 1, 1, 1, 0, 2, 2, 0, 0, 0, North, North, None, North, North, 6, 0, -1, 370,South, 369
32, 27, 20, 13, 11, True, True, True, False, South, 4, 2, 1, 4, 5, 4, 999999, 1, 1, 1, 0, 2, 1, 0, 1, 0, West, North, None, North, North, 5, 0, -1, 369,South, 368
33, 27, 20, 13, 10, True, True, True, False, South, 4, 2, 1, 4, 6, 4, 999999, 1, 1, 1, 0, 2, 0, 1, 1, 0, West, South, None, South, South, 5, 0, -1, 368,South, 367
34, 27, 20, 13, 9, True, True, True, False, South, 4, 2, 1, 3, 6, 3, 999999, 1, 1, 1, 0, 2, 0, 2, 0, 0, South, South, None, South, South, 4, 0, -1, 367,South, 366
35, 27, 20, 13, 8, True, True, True, False, South, 4, 2, 1, 2, 8, 2, 999999, 1, 1, 1, 0, 2, 1, 1, 0, 0, North, South, None, South, South, 3, 0, -1, 366,South, 365
36, 27, 20, 13, 7, True, True, True, False, South, 4, 2, 1, 2, 8, 2, 999999, 1, 1, 1, 0, 2, 0, 2, 0, 0, South, South, None, South, South, 3, 0, -1, 365,South, 364
